IN,NN,NNP,RB,VBN,JJ,VBD,NNS,MD,JJS,VBG,VBZ,VB,CD,VBP,NNPS,DT,JJR,PDT,EX,RBR,CC,WDT,RBS,FW,PRP,RP,WP$,TO,WRB,'',UH,WP,SYM,$,PRP$,POS,sentence_count,word_count
4.0,101.0,83.0,14.0,10.0,93.0,6.0,64.0,3.0,1.0,29.0,5.0,21.0,2.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,537.0
1.0,34.0,45.0,7.0,5.0,23.0,8.0,22.0,2.0,0.0,9.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,737.0
1.0,40.0,55.0,2.0,9.0,28.0,16.0,8.0,0.0,1.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,296.0
10.0,217.0,110.0,21.0,28.0,78.0,14.0,60.0,0.0,1.0,44.0,11.0,9.0,7.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,265.0
3.0,106.0,61.0,11.0,10.0,31.0,10.0,37.0,2.0,3.0,15.0,3.0,16.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1004.0
8.0,158.0,139.0,30.0,16.0,69.0,8.0,66.0,9.0,1.0,41.0,5.0,50.0,3.0,16.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,522.0
3.0,67.0,21.0,5.0,7.0,16.0,8.0,23.0,3.0,0.0,4.0,5.0,10.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,1245.0
19.0,273.0,253.0,44.0,63.0,113.0,64.0,156.0,11.0,1.0,36.0,22.0,48.0,16.0,23.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,307.0
15.0,138.0,207.0,24.0,26.0,60.0,33.0,72.0,8.0,2.0,36.0,10.0,50.0,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,2233.0
4.0,103.0,119.0,8.0,13.0,36.0,16.0,49.0,2.0,3.0,20.0,3.0,20.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,1178.0
9.0,298.0,203.0,47.0,33.0,129.0,66.0,104.0,5.0,1.0,21.0,5.0,42.0,9.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,659.0
0.0,11.0,25.0,1.0,2.0,5.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,1679.0
0.0,35.0,40.0,6.0,4.0,14.0,5.0,4.0,0.0,0.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,79.0
2.0,74.0,31.0,2.0,8.0,29.0,8.0,25.0,1.0,0.0,10.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,217.0
1.0,49.0,56.0,5.0,3.0,32.0,16.0,23.0,0.0,1.0,5.0,0.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,333.0
4.0,119.0,72.0,17.0,17.0,64.0,9.0,39.0,3.0,0.0,6.0,11.0,29.0,7.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,341.0
9.0,205.0,137.0,21.0,27.0,98.0,8.0,81.0,3.0,1.0,33.0,9.0,24.0,4.0,10.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,743.0
4.0,135.0,52.0,9.0,14.0,89.0,5.0,66.0,1.0,0.0,25.0,6.0,26.0,7.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1181.0
13.0,232.0,117.0,31.0,19.0,138.0,21.0,68.0,1.0,1.0,32.0,8.0,27.0,2.0,7.0,2.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,761.0
4.0,94.0,74.0,15.0,17.0,60.0,6.0,57.0,1.0,0.0,25.0,3.0,20.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1204.0
3.0,94.0,88.0,13.0,20.0,50.0,14.0,65.0,11.0,0.0,15.0,6.0,30.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,676.0
4.0,152.0,88.0,12.0,15.0,81.0,18.0,56.0,0.0,2.0,12.0,4.0,13.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,719.0
6.0,96.0,73.0,20.0,19.0,75.0,12.0,42.0,2.0,2.0,22.0,9.0,23.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,760.0
1.0,26.0,59.0,6.0,24.0,28.0,16.0,27.0,3.0,0.0,11.0,3.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,704.0
1.0,25.0,42.0,2.0,4.0,9.0,10.0,22.0,1.0,0.0,4.0,3.0,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,383.0
2.0,82.0,84.0,19.0,22.0,65.0,4.0,43.0,6.0,0.0,14.0,9.0,17.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,226.0
7.0,214.0,213.0,20.0,25.0,102.0,30.0,63.0,6.0,1.0,44.0,13.0,49.0,3.0,3.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,656.0
11.0,430.0,248.0,69.0,46.0,307.0,17.0,216.0,9.0,2.0,59.0,21.0,68.0,20.0,21.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,1381.0
174.0,3565.0,2967.0,524.0,665.0,1969.0,396.0,2022.0,46.0,46.0,572.0,225.0,505.0,192.0,128.0,89.0,26.0,41.0,2.0,0.0,1.0,6.0,0.0,0.0,6.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108.0,2808.0
5.0,106.0,100.0,17.0,18.0,44.0,20.0,67.0,1.0,1.0,17.0,10.0,19.0,8.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1117.0,24337.0
13.0,185.0,283.0,25.0,26.0,107.0,35.0,89.0,7.0,0.0,33.0,14.0,42.0,4.0,8.0,5.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,765.0
3.0,122.0,74.0,24.0,18.0,69.0,6.0,47.0,0.0,0.0,28.0,5.0,28.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,1473.0
5.0,72.0,23.0,11.0,12.0,14.0,5.0,39.0,4.0,3.0,16.0,4.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,757.0
9.0,56.0,51.0,7.0,4.0,17.0,10.0,16.0,2.0,0.0,4.0,5.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,385.0
12.0,153.0,130.0,32.0,13.0,75.0,22.0,81.0,5.0,0.0,43.0,9.0,31.0,6.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,312.0
4.0,72.0,62.0,15.0,12.0,34.0,14.0,39.0,1.0,2.0,18.0,3.0,14.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1019.0
4.0,100.0,105.0,21.0,15.0,56.0,8.0,36.0,2.0,2.0,7.0,10.0,19.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,489.0
6.0,75.0,70.0,14.0,11.0,42.0,13.0,24.0,4.0,1.0,15.0,9.0,17.0,2.0,3.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,714.0
6.0,220.0,116.0,34.0,19.0,155.0,33.0,102.0,2.0,1.0,29.0,10.0,33.0,11.0,9.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,547.0
0.0,10.0,12.0,1.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,1352.0
7.0,70.0,138.0,20.0,30.0,63.0,7.0,71.0,4.0,4.0,24.0,5.0,10.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.0
4.0,175.0,148.0,11.0,30.0,97.0,13.0,53.0,6.0,0.0,24.0,10.0,20.0,3.0,4.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,769.0
2.0,55.0,56.0,11.0,3.0,21.0,15.0,30.0,0.0,5.0,10.0,1.0,7.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1081.0
2.0,92.0,78.0,12.0,6.0,33.0,22.0,32.0,1.0,1.0,13.0,1.0,19.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,393.0
12.0,160.0,91.0,16.0,17.0,93.0,20.0,64.0,4.0,5.0,27.0,7.0,14.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,548.0
7.0,79.0,36.0,15.0,8.0,40.0,13.0,33.0,5.0,3.0,24.0,1.0,21.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,844.0
5.0,73.0,73.0,13.0,8.0,50.0,9.0,52.0,0.0,0.0,20.0,10.0,25.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,540.0
3.0,67.0,118.0,18.0,13.0,51.0,12.0,49.0,1.0,1.0,11.0,2.0,16.0,6.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,648.0
3.0,201.0,215.0,22.0,22.0,72.0,23.0,76.0,0.0,1.0,50.0,20.0,41.0,2.0,6.0,5.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,636.0
7.0,153.0,112.0,13.0,9.0,80.0,28.0,64.0,2.0,0.0,21.0,3.0,31.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1274.0
0.0,14.0,12.0,0.0,4.0,10.0,3.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,865.0
1.0,32.0,19.0,5.0,1.0,18.0,8.0,12.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,95.0
6.0,124.0,48.0,6.0,10.0,56.0,15.0,34.0,0.0,2.0,24.0,5.0,14.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,182.0
17.0,237.0,80.0,27.0,34.0,90.0,24.0,89.0,2.0,2.0,24.0,7.0,15.0,7.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,562.0
5.0,86.0,77.0,14.0,10.0,36.0,7.0,30.0,4.0,1.0,14.0,5.0,21.0,4.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,1102.0
1.0,86.0,61.0,17.0,9.0,36.0,10.0,47.0,5.0,3.0,13.0,2.0,15.0,2.0,9.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,572.0
9.0,199.0,178.0,20.0,19.0,101.0,31.0,82.0,4.0,0.0,41.0,5.0,33.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,597.0
3.0,47.0,56.0,3.0,0.0,26.0,11.0,19.0,1.0,0.0,6.0,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1210.0
2.0,72.0,48.0,6.0,7.0,16.0,7.0,17.0,0.0,0.0,8.0,1.0,12.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,297.0
5.0,128.0,145.0,24.0,12.0,62.0,24.0,65.0,6.0,0.0,19.0,7.0,32.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,356.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,939.0
10.0,174.0,162.0,26.0,15.0,105.0,22.0,69.0,0.0,0.0,32.0,10.0,39.0,7.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,34.0,31.0,3.0,3.0,11.0,6.0,4.0,1.0,0.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1181.0
1.0,33.0,30.0,1.0,3.0,14.0,4.0,14.0,0.0,0.0,1.0,2.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,166.0
1.0,32.0,23.0,3.0,1.0,17.0,7.0,12.0,0.0,0.0,4.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,172.0
3.0,132.0,75.0,20.0,14.0,60.0,2.0,47.0,2.0,0.0,24.0,7.0,27.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,164.0
12.0,74.0,36.0,12.0,12.0,33.0,19.0,43.0,0.0,4.0,17.0,4.0,8.0,7.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,768.0
5.0,88.0,87.0,16.0,17.0,43.0,20.0,50.0,3.0,0.0,18.0,5.0,23.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,465.0
6.0,97.0,84.0,8.0,20.0,74.0,6.0,47.0,0.0,1.0,22.0,6.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,670.0
8.0,296.0,185.0,57.0,70.0,183.0,64.0,191.0,3.0,2.0,54.0,14.0,38.0,5.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,701.0
12.0,186.0,76.0,11.0,23.0,87.0,13.0,62.0,3.0,5.0,26.0,5.0,6.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,2102.0
0.0,19.0,21.0,1.0,7.0,13.0,4.0,22.0,1.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,885.0
0.0,27.0,13.0,4.0,4.0,12.0,4.0,10.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,158.0
0.0,13.0,30.0,1.0,3.0,8.0,6.0,5.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,141.0
4.0,106.0,36.0,4.0,16.0,36.0,9.0,27.0,0.0,1.0,11.0,2.0,12.0,9.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,105.0
5.0,111.0,67.0,24.0,20.0,55.0,11.0,51.0,1.0,0.0,9.0,7.0,13.0,5.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,436.0
6.0,116.0,44.0,27.0,7.0,63.0,10.0,37.0,4.0,2.0,16.0,2.0,28.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,717.0
3.0,53.0,38.0,5.0,5.0,32.0,7.0,17.0,0.0,0.0,13.0,3.0,10.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,610.0
6.0,80.0,131.0,20.0,17.0,37.0,29.0,32.0,2.0,3.0,11.0,0.0,17.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,309.0
1.0,64.0,71.0,18.0,7.0,44.0,16.0,51.0,3.0,0.0,17.0,3.0,24.0,8.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,733.0
0.0,54.0,68.0,8.0,5.0,36.0,12.0,30.0,1.0,0.0,5.0,1.0,17.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,571.0
2.0,134.0,184.0,28.0,18.0,82.0,34.0,79.0,7.0,5.0,22.0,5.0,50.0,19.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,417.0
2.0,114.0,134.0,23.0,11.0,70.0,10.0,49.0,1.0,0.0,19.0,8.0,30.0,4.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1195.0
11.0,190.0,116.0,26.0,17.0,88.0,31.0,83.0,7.0,1.0,21.0,3.0,31.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,835.0
6.0,80.0,64.0,11.0,11.0,54.0,7.0,34.0,3.0,0.0,8.0,6.0,21.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1088.0
7.0,136.0,66.0,9.0,19.0,51.0,13.0,58.0,1.0,1.0,31.0,4.0,11.0,7.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,567.0
5.0,100.0,80.0,13.0,13.0,48.0,18.0,46.0,3.0,2.0,23.0,3.0,27.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,669.0
2.0,67.0,56.0,11.0,23.0,28.0,11.0,35.0,3.0,2.0,8.0,1.0,9.0,14.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,641.0
